Review,Label
Love the remote capabilities and love how these look on my gallery wall! Very happy with this purchase!,1
Perfect! My only complaint is that it’s slightly more orange/copper then gold but otherwise it’s perfect and worth the money. The remote has a time which is amazing and the light can be dimmed as well. There are three different light color options.,1
"These lights cast beautiful bright white light on my paintings, and make cheap paintings from the local discount store look much more like art. The only problem is that they operate on three AA batteries, and the light dims pretty quickly. I would say, that after three days of three of four hours of use, the batteries need to be changed out, which is pretty inconvenient.",1
,1
 Love these lights. Easy to put up. Love that I can put a timer on and go to bed.,1
"I stumbled across these lights and knew they needed a home above my gallery wall. The black it perfect and the remote control makes it so you can have it emit light without hardwiring them in.
The lights have cool and warm light so you can decide which you like best. I am really happy with them.",1
These lights are so gorgeous!! It’s a must buy!,1
"I like everything about it but the difference in colors - the only metal part is the curved bar and that’s a gold paint while the rest is more of a rose gold - but overall I’m very satisfied with my purchase, looks really great and you can’t beat the price! Very easy to install: measure, mark, drill, screws, done! The remote and all the functions is amazing!",1
,1
"I like the 15 min - 2.5 hr timer. I can just forget about it and not run down the batteries. I use rechargeables, and they seem to have a long run time.",1
I like this light but the two tone gold color was not what I was looking for. So I sprayed it with Rust-Oleum pure gold paint and I love it.,1
 Me encanto,1
I did need bigger screws to get the mount to stay. The light is top heavy. Looks great & easy to install.,1
"I will be buying more of these for other pieces, I love it. Very easy to install, light weight & I LOVE the remote control with all of the lighting options! This needlework I did looks a little wonky & crooked cause I carried it around for 40+ years unfinished, finally finished it & matted it with handmade papyrus & thought it deserved special lighting. It's my 1st & last needlepoint, so tedious....lol",1
Love this light! It took about 5 minutes to install and it’s color is much prettier in person( not the yellow gold). You can literally hang these lights anywhere!,1
"I was tempted not to buy this because of the reviews. It's been up for a week and it works great. Don't know what's wrong with all those remotes not working correctly...Maybe they got bad batteries. Mine works perfectly from 15 feet away. Light dims great. Everything else is superb. Been up for a week, looks wonderful. Couldn't be happier with it.",1
I love how easy it is to install. It looks great and does the job it is intended for.,1
"This was a gift for someone who likes my 'electric picture light'. This was a major upgrade from mine. It has a remote control, is battery operated & is LED. Guess 20 years makes a lot of improvements:-)",1
"Very easy to install, love the timer on the remote",1
"Everything about this product has been great except for the brightness levels. When the lights are at 100% they’re fine but when I dim the lights, either manually or by pressing the preset “50%” button they change back to 100% after about a minute or so. They will dim perfectly whether I use the remote or the side button on the lights themselves but they will always change back to 100% when I would like to keep them dimmed for a while. Anyone else having this problem?! Or is it the way the product is designed?",1
"Super easy to install, brightness is great and I love that you can adjust the warmth of the light. I spray painted them because the gold finish as it came was pretty terrible. The only downside is that you have to have the remote within inches of the light for it to work, but that isn’t a huge deal for me. Great light!",1
So easy to put up. They add so much flare to my wall space and it was exactly what I needed.,1
"This accent lighting fixture came as advertised and in good condition. Easy to install. Being battery operated and coming with a nice little remote, the light can be easily adjusted as needed. However, this is a $25 product, so do not expect ""museum performance"". The light intensity and brightness is quite dimmed even on Max. is it worth the $25? - Yes! Is it something to light a high quality art? No",1
"It looks good. Instalation was easy, as it comes witha white paper that helps mark the spor for the scews. I thought the handle was flexible, but its not; you can only move it from side to side. The lightbulbs rotate toward wall or out, so you can adjust the light direction. The price may be a little steep, considering its plastic, but it does the job. Mine is the 13 inch. If there was a longer one, it would look better for my art, but i am satisfied overall.",1
I love the brightness and very easy to install.,1
"It’s mostly plastic, close up it looks really cheap. However it looks ok over my pictures. Not work the price though. At most it shouldn’t be over $10-$15 bucks.",1
I was looking for something easy to install but cute and with excellent quality and I found it! I Highly recommend it!,1
This was my 3rd set of lights and the first that was super easy to install! Just what I was looking for.,1
"This product met my expectations in all respects. It was easy to install and I really liked the remote control aspect. Levels of brightness, on and off buttons and the ability to change lighting color from white to museum-like yellow are just great. The price was affordable and the delivery was fast. Will be getting additional lighting units for three other pictures.

Later post: This unit has a built-in timer with four time units, which is extremely handy. You can punch in for 15, 30, 1 hour, or 2 hours and it will automatically shut off. What a great feature!",1
I purchased the black version as I’d read some reviews mentioning that the gold version is two-toned. The black finish is nice. The light is doing a pretty good job of illuminating my 47” wide painting. I wish there was a wider remote controlled version but this is good for the price. I used drywall screws for mounting instead of the screws that came with it.,1
Nice price and easy install. Could be a tad brighter,1
Remote control quit working in two weeks.very cheep remote but it’s made in china suprise.,1
Has 3 settings for the lights and displays beautifully!,1
 I really like this light and it’s function but unfortunately mine gave out after only a month. I’m hoping the replacement doesn’t do the same cause I like the way it lights up the artwork.,1
"Better than my expectations,",1
"I had been wanting a light for our picture, but I did not want a cord showing. This was perfect, and the finish matched our frame. The remote allows you to choose brightness, yellow or white light, timer, and dimmer. It is actually very nice, for the price. It was easy to install, and came with a built in level.",1
"I was a little nervous about ordering these, but they were super easy to install, love the variation in light color, as well as brightness levels. I ordered two; to my surprise, one remote will operate both of them without needing to use each remotes separately for each light. Would absolutely buy these again.",1
Very easy set up. Illumination for an original art work.,1
I use this to add additional light to my glow in the dark papyrus print I brought back from Egypt. It works well however I wish it was brighter and that the stem was flexible.,1
Would prefer if you could change the angle of hook on light. It works fine but doesn’t light bottom of picture well. This is my second one and great for price and ease of use.,1
"I love this light. While it is not the brightest picture light you could buy, I think it’s perfect for my needs. It is really attractive and the installation was so easy. It comes with a tiny level built in so that you know that you are hanging it straight. I love it!",1
Saw on tic tok and I love it. I now have four,1
Gives off a nice amount of light and remote works good. I did spray paint it to the color gold I wanted. I'd buy again.,1
Love this light! Super easy to install and operate. Adds the perfect touch to display any artwork. Highly recommend!,1
Looks great and does the job. My only complaint is that it burns up the batteries somewhat faster than I expected.,1
,1
I was so excited about it but unfortunately its not that bright in the dark,1
Beautiful Perfect for my artwork lighting choices are beautiful color is more copper than gold but still elegant I’ll keep them anyway would definitely buy more,1
These are a very practical and inexpensive means to illuminate artwork where power cords may present a distraction or no power source is available. Long lasting LED lights are powered by batteries. May require a modicum of creativity to mount them effectively to specific projects. (Mine required the addition of a plastic tab and hook/loop fastener strip.),1
Read the installation and yet felt unprepared. I'm still unsure if their up correct.,1
,1
The bright gold matched the frame on my picture perfectly. The best guidance to centering and leveling the light for installation. I wish all things came with it. Definitely buy this again if I need another light.,1
"The color is not all ""gold"" there is an orange shade to the arm and base of the fixture. Not overly noticeable.",1
"This item was built well, not something I say often. It is easily setup, mounted and includes a mounting template making it even easier to place it on the wall. The quality of light (throw and lumen) is excellent and the options range from warm lighting to cool lighting with a built-in dimmer that allows you to set the mood for the artwork being illuminated. HIGHLY RECOMMENDED!",1
"Easy to use and nice features. I only use when I'm doing a portrait unveiling for my photography clients, so it has limited usage. Stayed on for as long as I needed it (a couple of hours). Don't know how long it will stay on before a battery change is needed, but it serves my purpose. Could be a bit brighter, but should work well for most situations.",1
"Easy to install, provide good light and for the price are an awesome deal!! My only complaint is that they are t gold or brass colored. They were pretty orange like a bad copper color. We spray painted them though and now they are perfect",1
Beautiful lighting,1
This little picture light is just what I was looking for!,1
I was really surprised how nice it looked in the hallway. Very reasonably priced. Very easy to put up. Love the two different lighting effects that you can choose from with the remote control. Comes fully assembled so all you do is insert the 3 AA batteries and install the wall.,1
"This light is great for illuminating wall hangings. The fact that it uses batteries removes the need for wires and electrician outlets, and enhances its appearance. The remote control works well, and the fact that you can have either ‘cool’ or ‘warm’ light highlights different aspects of the picture. The light is particularly good for small pictures, would need wider light for large ones, so measuring width of your picture for the light is important.",1
"I went for the cheaper version of this type of art light and it was the perfect choice. The remote is easy to use and the install is even easier. The timer is a great feature as well as the white and warm light settings.
Excellent buy for cost.",1
,1
I purchased 3 of these and very happy with them thay gave my jazz 3D art stand out even more.and i can change the lighting color to fit my social dinner moods.my friends was very impressed with what i paid for them and so was i.very happy customer.,1
"We were very happy with this light at first, but the brightness faded within three weeks. We replaced the batteries and it's bright again, but if we have to replace the batteries every three weeks or so, it will be a bit of an expensive and wasteful light.",1
"We wanted something classy but didn’t want to hardwire something into the wall. This fit the bill perfectly. Took two minutes to install, and works well. It’s adjustable for brightness and hue, with a timer. Love it so much, I just purchased another. It does have an orange tint to the plastic, but it’s not noticeable once installed.",1
"I was surprised at the quality for $26-$27. It’s easy to hang, the light options are great—cool, warm or somewhere in the middle. The light rotates up and down to light your picture. We are really pleased. The remote works well too and there is an in/off button on the light itself. It could be a bit brighter but for the price we are very happy.",1
This worked well for the space but if the arm extend a little further out it would have been better. Very good value and looks nice,1
"Looks great! Turned my art work into a priceless piece of art! The lighting is Amazing! Wish I could have this kind of lighting over my head all the time...lol! Draws everyones attention to the painting, when I have the light on. I like the looks of the light and makes my living room a classy room. A great purchase!",1
"This light works wonderfully, it's the remote that is a bit hit or miss. I originally gave this a bad review, but my husband got this light working, and it really is a good product.",1
"Drains batteries quickly, I got rechargeable lithium batteries.. solved the problem.",1
I had previously spent a fortune trying to hardwire picture frame lights around my home and could never get them in the correct place and if I later changed the size of frame it would come out wrong. This is a great product! I would highly recommend.,1
I like everything about the 4 I bought. My only dislike is the estimated 60 hours of battery life. But if you use the timer and the lights aren't on full bright who knows how long it will last. All in all I'm glad I bought them.,1
"A much beloved heirloom Japanese scarf, having been framed, deserved a spotlight to really show it off. This is a great little light for the price, the remote is easy to use, and the battery life (depending on brightness setting) is very good. Installation was simple, and changing the batteries is fast and easy. Definitely recommend, and we're considering another light for another art piece.",1
"Easy to install and operate. It is pretty bright, but definitely could be brighter.
Would recommend if you don’t have an option for wired lamp.",1
Very easy to put up and it looks great on,1
Fantastic product and super easy install,1
"Good light. cheaply bult, but looks nice ..just battery drain too fast",1
"Easy install, bought 2 and the remote works on both. Like the timer feature.",1
Great light but there are color variations we didn't know of at purchase. Its rose gold and gold. We thought it was all one color. We still hung it up and kept it. Would have preferred all gold.,1
"Works great, looks very nice, easy to install. The batteries will be easy to change after installed as well. The built in level makes installation easy. Varying light tone and dimming feature allow for the perfect look. Great product",1
The product is good looking and works very well. I did not install it but it did not take long to do for the person who did. I wish it were a bit brighter but it serves the purpose of illuminating the painting I’m using it for.,1
Great product for the price and looks and works mounted a very costly oil painting. It was easy to install and is the perfect size. The remote is an excellent accessory and the brightness choices are perfect.,1
Good for price,1
Wish the batteries would last longer. If you use this everyday you will have to change the batteries every week.,1
Just love and very satisfied with this product and I have already ordered 5. Touch of class and elegance over a painting!,1
"Could be a little brighter, still does the job.",1
"I love this lamp! Yes, the gold color is more like a bronze gold, but it looks so good! Easy installation and I really like that you can choose between warm or cold light.",1
"I get compliments on mine. I’ve now bought three. Kinda cool how you can position lights, choose bright or warm and there is a tiny level bubble in the back sleeve for easy install. If there’s a drawback it’s that it’s light weight plastic but for the price..that’s okay. You can’t tell by a glance",1
"These lights are great value especially for the price. They were very easy to install, the remote control has several features that allow to choose the level of brightness, white or warm light, and timer. I am very pleased with the lights.",1
I find this light saved me from all the problems of going the old way,1
"This product displays artwork beautifully and the remote offers many options including a timer. Also, one remote is all that's needed to operate multiple lights.",1
Absolutely love these! I bought two lights as a gift for my husband to hang over some of his canvas paintings in his office. Everything works as expected and looks amazing!! Will probably be buying more,1
Love it!,1
Does what I wanted,1
The only thing I would have like better is if it had a timer you could set to come on at the same time each night. Looks great and works well.,1
The bulb or battery ran out . We need replacement battery or bulb or both. Where do we find this?,1
Great product but uses up a lot of batteries quickly. I kept it on low and was putting it on every night. Now I only put it on a couple times a week at night.,1
I like the picture light but the remote seems to go through batteries quickly.,1
"I have been searching high and low for sconces that are battery powered and modern looking. These are a perfect fit above our art work. They are easy to install, and love that there are no cords for plug in.",1
"Great light for the price. Was referred by a friend.
I had ordered “ The Big Light “
By accident. Easy to say “The Big Light “ was not big . Luxways light is bigger and gold or brass color is nice.
Weird coincidence. Both lights seem to be made by the same manufacturer. The remotes operate both lights.
But overall the luxways light is very nice.",1
"1. this is very convenient and beyond easy to install.
2. it's NOT GOLD. this product is rose gold almost copper.",1
"The screw template made installation a breeze. It's mostly plastic, but doesn't look cheap at all. My picture doesn't do it justice. Love that the remote allows so many options & that there are no unseemly holes in the wall or cords. Wish it was brighter, but it does the job!",1
"Comes with remote, which is extremely easy to use. You can control the brightness, even has a timer. Very pleased with light!",1
Easiest to install I have ever encountered. A little brighter would be better. Easy to change setting from warm to daylight - just push a button. Separate button on remote for each setting option made everything very easy,1
"Our 50th Anniversary picture was done on the steps of a beautiful old home, now a bed and breakfast. There are 20 of us in the picture. When others come to my home one of the first things I do is turn on that light over the picture and watch their reaction. The light makes the picture come to life. Love it!!!",1
This art display light is one of my best investments to date. It does not look cheap and best of all it is easy to install and NO electrician is needed to do the installation. It comes with a built-in leveler and any person can install this.,1
Very easy to install. Provides good illumination for a picture or painting,1
"I wish the light was a little adjustable, my pic is tall and the light does not alume the entire picture.",1
It is pretty heavy. Does not work for the picture I had intended. Unable to position. Arm is not movable.,1
"It's almost perfect, my only problem is it's a big picture 3ft by 2ft and I SHUD of got a bigger one, my fault",1
"Love it. Easy to install. We’ll see how long the batteries last, but so far it is just what I was looking for in a wireless solution.",1
This light fixture is a perfect fit to light up my clock. I love that it’s battery operated and has a remote. We bought two more to put in my sewing room.,1
"Me agrado, lo practica, que es, y todas las funciones, del control remoto",1
Nice picture lights! They aren't metal on the actual light and back plate which is a bummer but for the price they are great.,1
I put this over my fancy calendar and it is perfect! Draws attention to anything it illuminates!,1
Luv this picture light. There are 2 different settings for light soft or bright and the remote has a timer with 3 settings you can also turn light on manually if you choose. Great light for the price. Slim unit very nice looking.,1
Bought this light to light up a 16x20 photo. It meets my expectations and beyond. Would highly recommend,1
Wish it was a little brighter,1
I had doubts about how long the batteries would last. Been three months and I turn it on for two to three hours a night. Timer feather is great. You can even select between warm and bright light. Dim it. Looks great especially since there is not a cord.,1
"Picture is gold - it’s more like a brass tone to it.
Don’t remember a remote with it.
Looks nice",1
"I wish the batteries lasted longer. It is very, very nice and glad to have it when I have company.",1
The product is easy to install and gives a warm nice light,1
"Looks and works well
Battery life is the only down side
Great option when hard wiring for art isn't an option",1
"As long as u DO NOT PICK WARM OR COOL. And u leave all the lights to work, and twist the lights down towards the art, it is great! My painting has some 3D acrylic affects that never showed up before I had this light to showcase them.",1
It is easy to install and lights up the picture for added emphasis. Looks and works well except the remote has to be within 6 foot to work.,1
I am so in love with this picture light! It gives my loft a luxe look. I always get compliments.,1
"Great light for the price. As other reviewers have stated, this does have an orange hue to it. I fixed that with a can of 18 karat gold spray paint that I bought at Michael’s. It’s perfect now.",1
"Great instructions, made for an easy install. Really like that there are 3 lighting effects to choose from. Remote works perfectly and has different timers- don't want to waste batteries! Great buy. I would purchase again.",1
I love this light!! It is very sleek and looks nice on the wall. Different lighting options are awesome and the remote works well. The timer is definitely a great feature.,1
"It has a very attractive look. I placed it above a Thomas Kinkade picture and it looks fantastic ,just received it today already up and going!!",1
I like the timer and the fact it will turn off by its self. I also like the way you can set it to daylight and also sunset.,1
Great Light with ability to change from daylight to soft and has timers for 15:30:45:60. Easy to install. Comes with drywall anchors:screws: template for drying and level in bracket. Love it. Getting two more to complete my highlight my art.,1
"Nice little light! I like the different settings on the remote (bright or soft light). The timer is a nice feature. My only minor complaint is that the color was more like a rose gold than a regular gold. It didn’t quite match our frame. However, you can’t really tell unless you walk right up to it. Overall, very satisfied with my purchase.",1
"At first I wasn't fond of the orange gold but when I put them up, it looked amazing! There are several different light settings as well. And I can use one remote for both lights. Very reasonably priced as well.",1
This light is perfect for my painting. The painting is located in a spot that doesn't have much light and this makes all the difference in the world. Very happy that I found this at a reasonable price.,1
"This works well and is what I needed. Color could be a bit better and brightness of light could be a bit brighter. But, for price and ease of install not bad at all.",1
A great little light. One caution: you don't want to use this (or any) picture light on a picture with glass. All you'll see is a reflection of the light.,1
"For the price you can’t beat it. Super easy to install - lightweight . The gold had a slight orange tint to it, so be mindful of that. I actually just taped over the light and spray painted ours with gold spray paint I had left over and then they were absolutely perfect.",1
"Love it , works beautifully, just a little top heavy , but overall works great !!",1
Nice lamp for our dart board...love the timer off option just wish it stayed brighter longer. Going thru batteries like hotcakes.,1
"a dear friend painted a lovely still-life that was in a dark corner in my new townhome -
this light solved the problem with little expense!",1
It is so easy to install. If I can do it... anyone can do it! It made this mirror that I designed “ pop” with color!,1
i love the remote control on this light.....goes from dim to bright. perfect for my aunts special painting..,1
okay,1
"Easy mounting, but for my larger frame the light only illuminated the top 6-10 inch.",1
The light dramatically changes the artwork and adds calming ambiance. Super cheap amd easy to install. Love the remote! Every home needs one!,1
This is my fourth LUXSWAY picture light. Easy to install and remote works perfectly.,1
"Thought it would be brighter. And yes, I turned it all the way up.",1
"Received item promptly, pleased with product.",1
I do enjoy this product. I just wish it was a bit brighter.,1
Liked the level built into the mount so you can hang straight..easy. Light not as bright as I hoped but just enough if the room is dark..,1
Just love this little light. We wanted it above our new Samsung Frame TV. It added just the right tough. We didn’t paint it and loved the color.,1
The light should be brighter if you have a picture larger than 11X14. plus mats.,1
It’s very attractive. Doesn’t give a huge brightness but adequate. I still think an excellent value.,1
The mount even has a built-in level and the remote is intuitive. Thought it was expensive but impressed by the build quality. Will buy again,1
"I really like this item, the only con that I have is that the batteries run down to fast, otherwise it is a great purchase",1
Nice for the money,1
"Used this as lighting for framed movie posters, in our media room. Very easy installation. Remote control works well, and is easy to use. There are multiple brightness settings, and also has a timer. Ended up being the perfect lighting solution, exactly what I was looking for.",1
Great light for 25$. I’d love to have one hardwired into the wall but I move my stuff around a lot. This is a great light for a family heirloom. I’m going to get a few more. Love it. Super easy to hang as well.,1
"This is pretty cool. It adds extra highlight for your picture frame. Especially for night time, it kinda focuses on the frame to make that picture frame look good.",1
Wish you could manipulate the neck of the light. Not bright enough to light it up well.,1
Great simple light to go in our kitchen. Easy to install but as others said the color is not a true gold all over. Closer to a copper color in some places.,1
"Beautiful light, 3 different settings and can be controlled on the light of by the remote. Easy to install with a paper to show where the screws should go and it has a level built in the back piece. Great lights.",1
"Easy install, remote works great, wish have AC power input. Not bright enough as expected.",1
battery life short... very very pretty looks like real brass its plastic,1
Easy to install. Everything you need is included to make sure the fixture is balanced. Attractive looking. Great price. Will purchase more.,1
"I used it to light an oil painting. The remote is wonderful, easy on and off, and never fails. I would like the light to be brighter but the ambient light it gives off is effective. The physical appearance of the fixture is very nice and super easy to install.",1
Very beautiful! Worked perfect for our art in our apartment. Also super easy to install!,1
"The remote control is very convenient. The lighting can be changed to 2 types of lighting controlled by the remote control.
The design of the light is minimal which is great and the eye focuses more on the painting or photo rather than the light itself. I order two and love them.",1
We like the choices of cool vs warm light,1
Love this light adds a touch of elegance to the living room. Easily to install and hang overall great purchase.,1
It’s rare to find something at this price that both does its job and has great extras! Includes thoughtful instruction details and super little remote.,1
I love it! Easy to install and great to set the mood in your home with the different brightness & tones!,1
Great little light! Battery operated. Remote with lots of color and dimmer options.,1
"Very easy to install. Looks nice. Covers a large area of pictures!
Timer is nice it has several times to choose from.",1
Very nice product I just assumed it turned off and on automatically once you set the timer but it doesn't,1
"Looks nice and easy to setup. Definitely not high end, but was happy with the quality given the price.",1
"This light is awesome! Perfect for our dark hallway. Light is great, easy to mount and remote has lots of options and good range. Highly recommended",1
The design is fine and the installation was easy. I intend to buy more.,1
"This remote controlled picture light is perfect for lighting up a work of art that I love to look at. The light was easy to assemble and install. I wouldn't hesitate to buy another. In fact, I'm planning to do just that.",1
"Cheaply made.
Did not work",1
"The light was slightly lopsided. I could not get it straightened, so it looks lopsided hanging over my picture.",1
I was very pleased with this product. Worked great and having 3 different color lights really show off my picture!,1
 Easy to use! Easy to mount! Love the lighting settings! Comes with a Remote!,1
"Just what I needed. So easy to operate and many options to get just the right lighting. Looks great on the wall, too. Adjustable and slim design makes you focus more on the picture rather than the light. I bought two (gold and black colors) and love them.",1
Three stars for the ugliest looking remote you’ve ever seen- but everything else is perfect Bd wonderful,1
Like the remote. But don’t lose it. It’s small,1
This light is super cool. Remote control definitely a bonus,1
Perfect for my RV,1
Brightness could be a little better. Looks good on my wall above a memorial picture in glass.,1
"Such a nice light for those favorite pictures and soft lighting for your walls with choices of color and brightness.
I love them, I have purchased two.",1
Works great! Mounting takes less than 15 minutes. You can rotate the lighting elements to provide more or less illumination. Remote works fine. No complaints.,1
This picture light works perfectly for us. We like it so well that we ordered and are using four more!,1
,1
Light up a picture on a shaded wall,1
Looks very nice.,1
Simple to install comes with all mounting hardware a level built into the mounting bracket,1
Not as bright as I thought.,1
Looks nice and like the control option,1
The light is lit by four D batteries and we have it on in the hall day and evening. A great product.,1
Easy to install. Looks very expensive but worth the money!,1
The best part is the remote! My husband bought this to light up a painting we hung on a wall. We were looking for something like this forever at other hardware stores and couldnt find it but here! Great produt. Thanks Amazon!,1
Lights up a dart board just fine. Controls are great. Color looks cheap,1
"These are very nice lights. Regarding the color, they are gold, gold like a gold plate charger; however, when the light is on, they take on a even golder display more like the gold handle. For the price of these lights, my art displays look very nice.",1
Love it. Used above large painting. Easy to install and use.,1
"I had a portrait done of my Granddaughter and hung it in my dimly lit hallway. My new light not only lights the portrait perfectly (in many different settings), but it's pretty and they look like they belong together :)",1
"Perfect for hallway art lighting! It’s beautiful at night. Easy to install, handy remote. Inexpensive! Very attractive.",1
Easy to install; lightweight enough for command strips ; completed overall project look,1
Works beautifully and has a few different settings for the light control - exceptionally pleased.,1
Easy to install and love the remote and light timer,1
Good product for being battery operated. Great price!,1
"This product was missing inside the box

Please send me the item!",1
Love the easy installation. I love the way it looks.Highlight is perfect. The warm light or white choice is great as it help changing the mood...,1
The only thing I don’t like is to replace all of the batteries which is too soon all the time,1
Works ok but a bit small for my 3' wide print.,1
"i have an 1898 family oil portrait of great great grandma Alice.
she needed better lighting!",1
it is the perfect size and was extremely easy to install. My only negative was I wish it was a little bit brighter. Overall it's an outstanding product.,1
Easy to install on wall due to little bubble level attached to the back. Brightens my painting in a dark corner in living room.,1
It looks like it cost much more than it did!,1
Great art light. EZ to install and use. Remote has timer and brightness adjustable except it is not that bright. More like a low level adjustable light. The curve on the light is non adjustable but works. Highly recommend,1
Great light. Looks really expensive. I want to buy more.,1
Worked as advertised. Very impressive for the money. Brighter would be better; but it's pushing about as many lumens as it can with batteries and LEDs.,1
"This was easy to install. It has two lighting effects, which actually offer differing aspects of the painting! Cool and warm tones! It has a timer, too. Best of all - no wires! I cannot stand wiring all over!",1
Nice light no needs for cords anymore. Wish was a littler brighter but works,1
"It looks very nice, easy to install and the remote makes it easy to turn the light on and off.",1
Like the remote. But wish it was wider and brighter,1
"This light is WAY better than others in the same price category. Very easy install, love the different color settings (warm or cool and full or half light), even has a timer. 100% satisfied!",1
She wanted something to mount on the wall to highlight a small relief carving that she has had for years. This light really does make the carving 'pop'.,1
They are very nice.,1
not as bright as i wanted,1
Can't open the remote control to change battery. Remote is not working.... only had it 4 months.,1
"Attractive, choose warm or cool light, and timed ""on"" programs.",1
Perfect,1
Very nice.,1
I was very pleased with this purchase. I love the remote is compatible with additional units and the auto shut off. Affordable and seemed like a good value for the price.,1
As a beautiful addition to display my wall art.,1
Easy to install,1
"Easy to install, nice remote control, brightness. Beautiful",1
nice,1
"It worked great, but it didn't work for what I wanted it for.",1
RH on a budget! Looks just like expensive RH lights.,1
Nice light. Wish it was much brighter!,1
I loved this item.,1
After I bought first one I was so pleased that I bought two more! Easy install and looks really nice! Brightens up art in dim areas of room and really gives it a professionally decorated feel!,1
"Very convenient, easy to control.
I was expecting a brighter more illuminating light. It is priced fairly.
I like it, but would look at other brands if purchasing another one.",1
"Great lights for paintings and prints. Light. Affordable. Look great. What's really nice is that once the brightness and color is adjusted the way I want them to be, they turn on again with the same settings.",1
Beautifully showcases paintings,1
The quality was not very strong.,1
We bought this for one of my father in law's collections. He really likes it so far. It was easy to mount and the light is nice and bright.,1
That it made of plastic.,1
I used this light over the picture of each child.,1
The paint look so different now ..in love!!,1
Very easy to install.,1
Took me 10 minutes or less to install and another few minutes to adjust light perfectly. It has a built in level for easy installation.,1
I love ALL the options for remote-clever design w timers and dimmers. I even love the easy installation with a little level on the back! Good value! So rare these days.,1
Lighting a picture.,1
"GREAT PRODUCT IT WAS EASY TO INSTALL JUST TOOK 10 MINUTES AND THE FEATURES GAVE ME MORE OPTIONS ON
HOW I WANTED TO ILLUMINATE MY HANGING WALL PICTURES..",1
"It's nice for the price, remote is interesting....",1
Perfect for our new picture. Lights up with remote. Great quality. Looks like a gallery print now.,1
"Great
Product and VERY reasonable priced. Shows off the artwork in fantastic light! Different choices of shades and all done with a remote; no standing on chairs/ladders to turn on/off!",1
Excellent like at a showroom,1
Love this item. Purchased this for my parents painting. I purchased the gold because their frame is the same color and texture. The light has a ton of options from the remote!,1
Such a nice light for over our electric piano! The 15 minute timer rocks & no cords. Really like the dimmer & different lighting options too. So glad we purchased this!,1
"I like it very much, easy to install, good value for the money and the remote works great!",1
Great Value!,1
"It really works well for the money. I attached it to the ceiling really easily. It's kind of a funny color, not gold and not brass, but metallic orange. It's okay though.",1
Pretty nice,1
Batteries last a really long time. Good brightness. The warm white color or cold white are equally bright. The remote control with dimmer and timer is handy.,1
Perfect for small dark areas!,1
Love the easy install and settings!,1
Great addition to a clock that is hanging about 15 feet high in my cathedral ceiling. It gives great light and I really like the timer features I highly recommend,1
Works nicely to light up one of my photographs hanging in our hallway. It's a bit flimsy...but it should be just fine.,1
Easy to install and a lovely light to show off a taxidermy bat mounted in a beautiful gothic shadowbox. I plan on ordering a few more for my photos.,1
Overlightening Painting,1
Nice,1
We used the light to illuminate some pictures on the wall & they work perfectly. Love the remote control. We installed it with Command tape.,1
"This light is perfect for pictures. It looks great, the remote is easy to utilize and I will be purchasing again for other projects I'll be doing in our home.",1
This picture light is great. I especially like the remote allowing me to set the light for different auto turn-off capability. The brightness is perfect for pictures.,1
It all seems great so far!,1
low cost/features,1
Put this on a picture in our patio and it is beautiful at night. love the remote.,1
Makes a dark painting glo,1
I have a dark room with no electric so l am redecorating it to be very light. I bought this to illuminate artwork. Sleek and works great for the job,1
Very nice!,1
I waited 4 years to put a light over my favorite picture and I didn’t think I could like it anymore until I put the light on it!!,1
Delivered very quickly! Wonderful light!,1
Does not work well with glass in a frame because the light reflects in the glass.,1
"Well made, good quality...remote is great also!",1
Nice light decor over my hallway picture.,1
So easy to install and the perfect light source for an original painting.,1
"Great light ! I just can’t have it all day ON
I installed on my office over a paint
Everybody loved it
Me too",1
"These are the best for hanging over a picture framed or not. This is the third order of these lights, as I love using them.",1
Great light for the price. Wall installation made easy with removable mounting bracket with built in leveler in it.,1
VERY NICE,1
so i could see the clock,1
Light weight and easy to install,1
Everything was just as decride,1
Works great. Super easy to install.,1
Easy to up. Nothing to it!,1
Ez install,1
I am so please with the way this inexpensive light looks and works. But batteries are difficult to replace if you are short,1
Used the lamp to highlight one of my photographs on our studio tour.....exactly what was needed for visitors to draw attention to the image.,1
Love how classy it looks and to top it all off no wires!!!!(Just 3 AA batteries) I plan to order many more 😍,1
This was exactly what I was looking for to help showcase some of my husband sports memorabilia.,1
easy to install and priced right,1
Love the options for type light. Can be soft white or daylight. Wonderful flexibility.,1
"I purchased 2 of these lights and they are very nice,
One of the lights did not include the remote which is really disappointing",1
Easy to install; lights up the painting,1
product was awsome,1
Great product for the price ! Very easy to install.,1
Works great.,1
Whoever came up with this idea was the genius,1
"Easy to install, added great light and priced fair",1
Great purchase,1
Love these....battery operated but SO nice not to see electrical cords hanging down the wall. I bought three.,1
Works well.,1
Looks great over painting.,1
"Play Video
 Love it beautiful",1
"These lights work perfectly! I love the different lighting, the timer and remote control. Exactly what I was looking for.",1
For the price this is a great little picture light! I enjoy the ability to go from cool to warm light. Timer is a plus too!,1
"not a great fit for me, but very good product",1
"Just what I wanted, ordering a third!",1
Third one ordered. Great for highlighting our framed pics. Enjoy the warm and bright shades. Excellent product.,1
I like the color and how well the lighting can be adjusted to highlight the picture I wanted to enhance.,1
for picture,1
This is a great light for a big picture to show the details,1
"Light is excellent and really shows off the art work.
Battery operated with remote control makes it very easy.",1
