Review,Label
I bought 5 and only 3 work properly. 2 arrived brand new and were completely inoperable. Do you guys test them out before they’re shipped out??? The 2 that worked out of the box stopped working after about a week. The remotes are also useless. Several don’t work. This product is obviously a SCAM given the high amount of complaints about the same problem!!,0
It was very difficult to install (on a brick fireplace) and it is dim. Got it a few weeks ago and it’s getting dimmer and dimmer. I do not recommend this product.,0
"This is a poorly designed and functioning product, and would not recommend it to friends or family. The bracket is difficult to secure to wall using nuts and screws provided in kit. The illumination is not adequate to light a normal sized painting. Changing the batteries is not easily accomplished without taking down the paint and heavy frame.",0
"Wanted to use the lights for Pictures on the wall. They were very cheaply made and did not work well. Batteries went bad very quickly. Replaced them with a better light I had use d before. My fault, I knew they were to inexpensive to do what I wanted. Donated them to Goodwill.",0
Gold color is more orange. Not cute.,0
Light is not powerful at all and it arrived defective. The arm was attached backwards and there is no way to turn it around. No good,0
Not too bright. Batteries fairly easy to change.,0
Not bright at all.,0
"It is not enough bright , light is medium goof for small frame",0
"I had high hopes for this because I really hated having an electric cord dangling down the wall, but this just did not live up to expectations. After difficulty trying to screw into wall, we used 2-sided tape to hold it up. The remote worked fine. The amount of light was poor and distorted. When it came time to change batteries (5 days) we decided it was not worth the trouble to put it back up.",0
It requires frequent battery changes. Very inconvenient.,0
"This item is advertised as replaceable batteries, but in fact the opposite. Once first set of batteries run out. The lights are no longer operational. We tried everything. Replaced batteries in the lights and in remote control. Still nothing. So dissatisfied",0
It worked fine for awhile and I think the remote battery died. I can’t open the battery replacement slot so now it doesn’t work at all! It was also a little bit crooked. I wish I would have returned it right away but I didn’t. So now I am stuck with junk.,0
The product looked very cheap when I unpacked it and so I had to return,0
it won't work now & it won't repair,0
Way to short of battery life!,0
I gave it 4 stars above but overall 2 stars.. Batteries never last and always seems to be issues with lights but unit has so much potential.,0
We were nervous about the metal/plastic combo this light had when we ordered and YUP: it's awful. The plastic bits (everything but the curved piece) are VERY orange compared to the yellow gold of the metal piece. We're returning this item immediately; never even tried installing because they look so bad. Great concept; terrible execution.,0
Easy to install and nice looking but the light itself is basically useless. I turned all the lamps off in the room and on the brightest setting I could barely tell there was any light coming from the lamp. Disappointed as for $25 I would at least like something that highlights the art.,0
"I bought two of these. At first, I thought it was a steal for the price. Sadly, they provide zero light. I mean, I want to light up the entire painting, not just the top of the frame. You’re better off taping a flashlight to your wall. They’re going back tomorrow morning. Extremely disappointed!",0
"I purchased three lights got them ready for installation (did not install batteries yet) and left them on my desk overnight. I came back the next morning to discover the plastic on the reverse of one light leached, stained my desk, ruined the finish and I can't get it out. Hey! Luxsway people. Explain this. Are you going to pay to get my desktop refinished? Beware, these lights will ruin wood finishes. What really sucks is that the lights work well, light is good, remote is good. I can't risk destroying more wood.",0
"I wanted an inexpensive art statement light above a large piece of artwork above my piano. I loved the remote control to turn it on at night. I did not use this nightly as I would just forget to turn it on; however the remote and/or the LED light stopped working after 5-6 months and keep in mind, I didn't log hundreds of hours of use before it died. Maybe 15 total hours. Disappointed.",0
"Overall this product feels and looks cheap, considering the price. The remote function is neat but the signal isn’t all that strong so I had to be close and aiming directly at the unit. It does not put out very bright light and I noticed that after 3 days or so, the light has dimmed considerably as the batteries had already begun draining. I returned this plastic product and purchased a metal, powered one for not much more money.",0
I’m returning it. It is cheaply made and part of it is made out of plastic. The neck of the light is metal and a beautiful gold but the light portion and mounting section are plastic and a copper color. I was so disappointed and confused at the positive reviews.,0
"This has something wrong with it; it's like it keeps drawing battery power even though it is turned off. It constantly needs new batteries (I quit using it because of this). The remote battery quit within 3 weeks of purchase too. The arm is not long enough, so when it did work, the light did not shine directly onto the item I was trying to illuminate. I wasted my money on this.",0
This light fixture uses batteries at a ridiculous rate even though not kept on all the time.,0
Control remoto,0
"The gold on this looks very cheap. The lighting is just OK, it really doesn’t throw too much brightness.",0
The finish on the arm and the light are different… a LOT different. I missed the window to return / exchange bc I waited to open. Very disappointed.,0
Well I just opened it the other day and I am super pissed. Maybe it is a dud I won't get to find out because my return date has ended. I can't open the battery compartment for the remote. I have tried so hard to get it out but it is stuck. Can't turn it on I guess either. I just gave someone some free money. PISSED,0
"Received August 3rd, worked fine for 4 months of intermittent use, had to replace batteries once. Stopped working. Checked battery in remote "" no problem"", replaced batteries in lamp "" batteries that work in other device"". There is no manual switch to determine if problem is light or remote. Disappointed. No option to return for replacement.",0
"It isn't very bright. If you want to illuminate a diploma, it would be great. No good for normal size paintings. I will eventually find a use for it, but not for the art quilt I was hoping to illuminate.",0
"To small, not enough light.",0
This item is NOT gold it's a copper/orange color with a gold arm. If you are looking for gold to match your decor find a different brand as this is copper in color. Most annoying mislead on a product on Amazon.,0
Looks so cheap with 2 shades of gold,0
Bought this product and after installing it was impressed with the look and options that were programmable from the comfort of my couch. Well it’s only been over a month and now does not operate at all even if you push the on/off switch on the light. Do not purchase without the warranty as you only have 30 days. Probably I’m giving up on battery powered picture lights as they are unreliable,0
I ordered gold and what came is NOTHING like what is pictured. It’s practically orange.,0
Easy to install but tilts down. Battery remote quit too soon and I can’t reach button to do it manually,0
Received this item after ordering another. Worked fine until we needed to replace the batteries in both the unit and remote. Now it will not light at all. The first light still works fine. Reluctant to order another.,0
"We installed the light, tested it. It worked at that time. Not used for even 1 hr collectively and it has stopped working.
Waste of money.",0
"Barely shines a light at all. It doesn't light up the area, can barely tell that the light is on and I had it on at 100%. If you really need a light like this, I would not recommend it.",0
Poor light,0
"Remote control died after first use, as well as the light. Changed the batteries multiple times and it drains quickly and is not bright. Wasn’t satisfied with this purchase. Better off investing in a higher quality light",0
"where is the quality control? Remote wouldn't turn on, lights are unevenly bright, neck doesn't adjust so with my long painting (much longer than it is wide), the light it too bright at the top and doesn't reach the bottom.",0
"The light was not bright enough when it was working, and it did not work for very long. I am NOT happy with it! I am trying to return it now, but the warranty is only for a replacement,. Since it is made in China it probably means the replacement will not be any better!",0
Don’t waste your money on this the plastic is a heinous copper color and looks super cheap the arm is gold but not at all flexible and it doesn’t come down far enough on the picture. I truly don’t understand why they didn’t make the plastic a gold color. Super disappointing piece of junk,0
broke after a few weeks!!!,0
"Batteries go here to die, so you would think at least there would be a reasonably significant amount of light produced. It's nice to look at, easy to install, but the function part of the product name is LIGHT. If you miss that goal, the rest is just window dressing.",0
I love these!,0
"Nice little light, but it died after a couple months. Tried to replace batteries in light and remote with no luck. Tossed in garbage.",0
"I want to brighten up a small, beautiful but dark tapestry. This fixture did not provide sufficient light. Didn't return it as it may do the job for a different artwork.",0
Works well and easy to install but the plastic is not even close to brass colored. It’s a weird copper/orange color. Completely different in color than the curved arm of the light.,0
Drains three batteries every week and the frequency for the remote is the same as a Samsung TV so every time i change the volume on my TV it either flickers the light or turns off completely. Remote doesn't cycle through all light modes only two modes so you still have to manually choose.,0
"Maybe you'll luck out and get a good one. Mine changed it's brightness all on it's own and unless you have the controller in your hand, it isn't supposed to do that.",0
This light was a good choice for our application but it is not bright enough for a larger picture. Unfortunately I will be returning this item.,0
"I have already changed the battery to make sure it wasnt the battery, bit this light stopped working with literally weeks of use. Shame. Do not recommend it",0
Very low brightness,0
"Beautiful design and finish, easy to install
BUT Harsh 3-4 thousand cold Kelvin temperature lighting.
As bad as bluish fluorescent. I would suggest manufacturer change to 2700 Kelvin or less led strips ... they are available in China or allowing the remote to vary the Kelvin temperature to correct this obvious deficiency",0
"it really doesn't light up the picture, is just has a dim halo around the top. Good material and fitment but just not enough light",0
Very low lumix. I bought it to use as a spotlight for a 3x4 poster. Its light is unnoticed. Returned one of 2 pcs I bought.,0
It’s two different colors!! The rod is brass and the actual light is copper. It looks super orangey in real life. I didn’t even bother taking it out of the package it’s so bad. So disappointed,0
"Got this product end of Dec and have already changed batteries twice. Energizer, good batteries not cheapies, and they need changed again. I am so disappointed. For whatever reason this light eats battery juice up so fast, it’s not worth having.",0
The illumination is terrible. Barely lights anything.,0
Too blue and too focused. Need light to be more flood like and less spot like.. returned without a problem.,0
Will not buy again. Over priced plastic with poor install hardware which does not allow proper mount,0
"Like several have written here, this product failed after very little use. I only turned it on infrequently. I changed batteries in both the light and the remote but it no longer functions. Very disappointed in this Amazon Choice product.",0
"Length of battery life and remote fail often! I dependability is not there!
4 purchased 3 are in unreliable",0
"These were supposed to be all one gold color, but it’s half gold and half an orangey shade of rose gold which I think makes it look super cheap. I would not recommend the gold version.",0
Lights stopped working three months later.,0
Don't waste your time with this light. If your picture is bigger than a postcard this light will make little to no difference in the lighting and viewing of a picture. Really poor light output so it's being returned.,0
The only reason I bought them was because it has dimmable setting... however the light resets itself to maximum brightness in less than 30 minutes,0
"It only lit about 6"" of the portrait. Didn't even reach the face",0
"So little light that it is laughable. Unless you have a tiny piece, this will not do the job.",0
"The white lights still work, but the yellow only worked for about 15 minutes. You get what you pay for.",0
The picture is gold but it was copper when it came in the mail. I ordered two and both were copper not gold.,0
"I bought 4 units. They all died completely, even with battery change, within a few months and with very light usage. A complete waste of money and effort.",0
Color of the product does not match the description.. Awful... One part is orange gold and other is yellow gold. Very disappointed.,0
Returned as it was a painted brushed gold plastic finish not quite what I expected.,0
Bought this to accent a photo and antique desk and quite frankly I can barely tell when it is turned on.... It's highlighting nothing!!!. So disappointed!!!! Now the light is not even working .. Can You please comp me a new one... Help,0
Lighting is not bright,0
I haven't even hung this up yet because I need to find a way to correct the hideous color! It is a cheap orange color in person. Definitely not the color depicted in the photo,0
Junk. Absolute junk.,0
"Very cheap looking product, even for price. Plastic is two different tones and very cheaply made. I didn’t even try installing it. Returned!",0
"This is cheap and absolutely not wort it. We bought because of the reviews but in hindsight, the reviews seems fake. The brightness isn't bad but the plastic is clearly bad and looks cheap. Returned the item, would never buy again.",0
Didn’t work out of the box. Could not open the battery compartment on the remote to check if that was the issue. Looked easy enough to install if they had worked. Very cheap looking and much bigger than anticipated. Returned immediately.,0
SO ORANGE!! Not brass like the stock picture shows.,0
It’s not gold but copper. I forgot to read the reviews!,0
It ins't bright enough to illuminate even a small picture.,0
"I bought two. Twice, these lights, after three months, caused the brand new Duracell AA batteries to burst and leak battery acid. This has not happened with any of our many other Duracell battery powered devices.",0
New Batteries burnt out very fast.,0
"I thought this was going to gold, it is orange copper. It looks nothing like the gold in the picture. Had to check to make sure I order the correct color. Says gold, but it’s copper. Returning for sure.",0
The light is not very bright. It does not give a good amount of lighting to the wall. The battery also died very quickly,0
"Remote stopped working within 30 days. Purchased new battery for remote...still not working. This picture light is now, useless!",0
It highlights only about 20% of the painting it was installed above.,0
"This puts out light in a very small area. We have a picture that's 3.5 feet high. It only lights up one-third of the painting. The workmanship is shoddy, which we could deal with if it would do the job.",0
"I order two lights and just put them up , why are the lights different colors one is white and one is yellow. So upset",0
Works fine and looks good. but not outstanding quality. If only metal...would have beengreat,0
Cant really use it. Its just too dim.,0
Dim lighting,0
Light doesn’t last after 3 weeks is very low it’s not good,0
This light is not rechargeable. You need to replace the batteries frequently. This is not as good as the other one I purchased that was rechargeable.,0
We returned both that we ordered. Plugged one in overnight to test it. It wasn't even as bright the next day as the one we didn't plug in! Didn't waste anymore time with them after that.,0
Bought this and just started using less than 10 weeks ago and it stopped working. Tried putting new batteries in and everything - nothing worked.,0
Colour of the actual light is awful. The light and the base are almost orange and the neck is gold.,0
"Light span is no more than 15"" from light.",0
Not at all like the picture. It's not gold. It's more yellowish and it looks soooo cheap. Ugh... what a waste of money,0
"Battery dies quickly, not very bright.",0
This light is not gold. It is metallic burnt orange. Returning.,0
I used to this item for an oil painting. The light is dim the batteries needed to be pushed in a number of times and it’s already out of light. Very disappointed and dissatisfied.,0
Battery is dead after about 3-4 uses. It's a complete joke. I'm throwing them out and getting better ones.,0
Didn’t provide any light for the plaque we used it on,0
"Easy to install, had an orange hue so I had to spray it gold. It looks nice but cheap.",0
"Do NOT buy this product!!! I just paid $13 to
return a defective product because it had been on my wall 3 weeks!
Lights go dim then stop working!!!",0
Good product but very small so doesn’t look good,0
The batteries need replacement in two weeks. Only put on lights a few hours a night. Not happy with this and we have three.,0
"This light barely worked at all. There was very little light from it even before it completely gave up working, and the remote was hit or miss. Very disappointed with this purchase.",0
Horrible color. The stem is a nice good but the battery area and light is a cheap looking orange old plastic . Does not look like photos. Surprised no one has mentioned this,0
The product completely stopped working after 2 months. Batteries were fine. We did not even use it that much during that 2 months. Working on a refund somehow. Product should last longer.,0
"I do not recommend, light is low and batteries run out quickly!",0
Had it less than 1 year and it quit working.,0
Light did not work after third time it was turned on.,0
nice product but the color is awful and doesn’t match. the curved part is gold and shiny and the rest of it is dark copper and matte. not at all like the picture,0
Cheap plastic. Yuk.,0
Feels cheap. Returning.,0
This light arrived without a remote included in the packaging. I’m very disappointed as I will have to return the item now.,0
"Brightness doesn’t last and wasn’t very bright to begin with, even at 100%. Disappointed in my purchase.",0
Three new batteries and it won't turn on.,0
The gold is NOT GOLD. It’s orange and looks terrible!!!,0
I hate it. Not enough light remote is a joke. Only stays on for alittle while. I took it down. Would love to send it back!,0
Feels cheap and looks cheap. Returned.,0
What I saw visually in my head was not the reality I saw on my picture. Not bright- very disappointed.,0
"The quality is very poor. Stopped working after 2 months. Also, the color of the different components don't match.",0
"I liked this a lot, but it stopped working after about three months of use. Disappointing, especially for something you have to install",0
Item has stopped working. Changed the batteries and it still has not resolved the issue,0
"The batteries don't last, the light isn't bright. CHanging batteries don't work. this is a plastic piece of wasted $$ DON'T BUY!!!!!",0
Not bright enough,0
The whole thing apart from the stem is a copper color. Doesn't match if pairing with a gold framed painting.,0
Orange Copper color .Not gold. Hideous . Not at all as described,0
Absolutely junk !! Worked for around 3-4 months then won’t turn on...no customer service would like a replacement ...,0
flikers and is not bright at all. not to mention it is not gold but a cheap looking plastic color gold,0
Very weak lightning and the batteries run out very fast.,0
Stopped working in a week!,0
They last a couple of days,0
"This is yellow. Not gold. It’s the worst color I’ve ever seen and now I’m
Stuck with 2 of them.",0
The only gold about this wall light is the curve pole the rest is not gold.,0
"This item was much smaller than I expected. Now, I have something that I can not use.",0
"Stating that the package is 17"" is deceptive as the lit lengths consist of only two separate 4"" sections",0
Quit working after a week,0
TOO DIM TO DISPLAY A PAINTING AND REMOTE IS TRASH,0
Piece of garbage! Save your money! Did not come with a remote control. Absolutely useless. Unable to reach the seller,0
"Quality very cheap. Should have sent it back, however just threw it away.",0
Poor overall quality - light was extremely dim. Cheap plastic. AVOID!,0
Did not like the copper color it had so I returned it.,0
Its orange. Its really orange . Its going back.,0
Piece of junk!,0
"This was supposed to be gold, but it's a copper color.",0
Missing remote control,0
The brass color was not brass. It looks terribly cheap!,0
"This light is not very bright
Actually a waste of money!",0
Dem,0
Not bright enough.,0
Looks very cheap. Definitely would not recommend,0
Very dim to the point of being useless.,0
We’re disappointed that lighting is a lot weaker than what we expected.,0
Loose connection on switch. Very dull. Returned,0
"Very low quality item,it`s falling apart right in my hands.",0
Battery only lasted two days,0
Looked extremely cheap and like spray painted plastic.,0
Cheap looking - didn't even use it.,0
Made in China,0
No remote,0
Not bright,0
Stopped working after first night,0
Very cheaply made.,0
"I’ve had these lights for about a year and when I tell u I wish I never bought them. Like everyone with a honest review says, it DRAINS the batteries, very quickly. A few hours per night will need new battery change in a week if u want to maintain optimal brightness. How expensive then is this product if you’re constantly buying batteries? The color was an ugly orange/copper so I spray painted it. If they would just paint it a true gold color n fix the evil wiring problem, it might be worth something. DONT BUY!! This product is garbage and wastes so much money.",0
"It does not hold its charge for very long. Maybe an hour. Then starts to die out for last 10min by getting dimmer and dimmer till off. . Then takes long time to recharge again. I would not invest if you are going to use it more than hour Easy to install, nice looking",0
"These lights were just the look I was looking for. It is hard to mount them securely to the wall. The plastic is cheap, batteries are stuck and can't get the last one out to see if the battery is why they are not working. Way too expensive for the quality of the product. Didn't use the remote, easier to just turn it on and off. Worked for a short while and now can't get the battery out to see if that is the issue.",0
quit working after 2-3 years of very little use. changing batteries no help,0
"This thing is trash. It's cheaply made, the set of three lights on either side will reflect on any pane of glass, and the lights contained in the unit are very dim. The white is PALE white and the warm is basically white. I WOULD HIGHLY NOT RECOMMEND BUYING THIS.",0
"Be suspicious of a product that has packaging that says it requires AAA batteries, but when you set it up you will find that it uses AAs. If that was the only problem you could blame human error. However, I was bitten twice by this product. It's design meets our needs perfectly, but design does not overcome cheap materials, put together haphazardly. The first time I bought it through Home Depot and took it back for a refund. I waited a year or so and thought I would try It again -- Stupid!!!!!! It worked for a few days and then nothing. I replaced the new batteries in both the lamp and the controller and still nothing.

Do not buy this junk!",0
"Seriously, 83 five star and only five star reviews, all on the same day? And all in non standard English.",0
"Remote was easy enough but brightness just isn’t enough for the painting only luminates
The top 1/4 of picture",0
"It is way to dim to light up larger paintings,I've tried both switches and ways to dark.Very disapointed",0
"The description says it has an IRON arm, it’s all very cheap plastic. The color is sort of orange, it looks like it will break when you mount it. Not worth the price at all. Weighs nothing,",0
Impossible to open battery compartment.,0
Not bright at all,0
"The description said ""bright"" but it really isn't - I'm returning it",0
"If you were looking for an orange toned gold, this is the one for you. But for the typical faucets and just general gold and an interior, this cold will definitely be way too warm and peachy. Will be returning in hopes of finding another one online that is a better match. The worst part is the anchor/arm that holds the light to the battery pack is the proper gold so it doesn't even match the light itself.",0
ONLY OPERATES WITH BATTERIES AND WILL LAST A FEW HRS TURNED ON,0
"I love the detail and is not expensive and is not heavy but I do not like false marketing if say Gold I want Gold color but this is Bronze, Hello Huuuuugeeee difference! And that is very bad for customer experience! Please team level up and be clear on the Color because now Im in the way to home depot to buy a gold spray !!",0
This is barely a light. They are the worst. The material sucks. You can barely see anything with they. You can see better with a flashlight from your phone.,0
"Bought this a few weeks ago., finally put it up and it lasted one week. There is no difference in the dimming that you can really see. Plus It would cost a fortune in batteries. I do not recommend this.",0
"Disappointed, UPS left out in rain. No idea if they work. They do look nice",0
Light is not bright enough. Not useful for artwork,0
Batteries will only last about 10 days at 6 hours/ day,0
They aren't very bright and they are cheaply made. I sent the ones I ordered back and found a desk lamp that was much brighter and fit my needs much better.,0
Horrible color! Is not the color that is shown in the picture and the arm is not the same color as the rest of the lamp,0
"Is not like the picture; is not good sinking of orange plastic.
The light os also not good. Don’t worth the money.",0
"What a piece of garbage, so many batteries later this does not work at all. Huge fail and disappointment. Of course it is past the return date. If I could give it zero stars I would.",0
Light is not as bright,0
"the brightness is so low. i wanted a direct spot light on top my glitter wall art, so the glitters would sparkle but this spot light brightness is so low didn't make any difference. The pic shows at 100% brightness level set.",0
There was no problem installing it. And it works fine. But if you’re looking for something high end this isn’t it because the base and head are plastic. So only the arm is metal. So I am a little disappointed with the look overall.,0
"Doesn’t work with some antique ornate frames as frame itself is 6” and has depth of 3”. Even mounted as close as possible to top of frame, it still doesn’t work.",0
Was hoping for medal not plastic but looks ok.,0
Like the light...buttons on the remote are stiff to push....,0
I was looking for a cordless picture light and purchased this item. It did not suit the picture and area that we were using it for. When I tried to return it I found out it could not be returned… now I have a $75 light with nowhere to use it.,0
"In the picture the gold colour of the metal and plastic( it’s all plastic except for the bar) are the same...in fact, only the metal bar is the same colour as the advertised item...the plastic is very bright old gold. I am luck that my picture frame can handle this colour above it....it would absolutely not work with a more modern frame or setting.The item is very cheap...the plastic got scratched as I was installing it. I am keeping it because it serves my immediate purpose, but I would certainly not recommend it.",0
"For $68 it is not worth it. The light colour are warm or bright with timers, that’s nice but that’s about it. The “gold” light has a traditional gold neck but the two end pieces are more rose gold, fake plastic which I’ve tried to capture in the photos. I talked to “influencers” who bought this in USA and theirs is much better and for $25. If you’re in Canada do not buy this product unless you’re desperate and maybe buying black as it’ll probably be all the same shade. Definitely going to return, sadly.",0
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"Luxway picture light, remote does not work, very disappointing, the time I have tried new batterys and try to fix it is crazy, please send me a new remote that works. Thank you Terry Todd",0
"With limited placement options, there is a strong lighting glare for paintings under glass, and I would not recommend this item for those uses.",0
"Tiene una iluminacion muy baja, la puse para resaltar un cuadro, y no funciono, ahora esta como puro adorno arriba del cuadro",0
I liked the looks and color but now what do I do with the burned out section,0
"La lampe n'est pas assez efficace, et le retour de la lampe chez le fournisseur nous coûte plus de 30% du coût d'achat. Donc pensez y bien sérieusement avant de faire une commande.",0
Like the light...buttons on the remote are stiff to push....,0
I was looking for a cordless picture light and purchased this item. It did not suit the picture and area that we were using it for. When I tried to return it I found out it could not be returned… now I have a $75 light with nowhere to use it.,0
"In the picture the gold colour of the metal and plastic( it’s all plastic except for the bar) are the same...in fact, only the metal bar is the same colour as the advertised item...the plastic is very bright old gold. I am luck that my picture frame can handle this colour above it....it would absolutely not work with a more modern frame or setting.The item is very cheap...the plastic got scratched as I was installing it. I am keeping it because it serves my immediate purpose, but I would certainly not recommend it.",0
"For $68 it is not worth it. The light colour are warm or bright with timers, that’s nice but that’s about it. The “gold” light has a traditional gold neck but the two end pieces are more rose gold, fake plastic which I’ve tried to capture in the photos. I talked to “influencers” who bought this in USA and theirs is much better and for $25. If you’re in Canada do not buy this product unless you’re desperate and maybe buying black as it’ll probably be all the same shade. Definitely going to return, sadly.",0
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"Luxway picture light, remote does not work, very disappointing, the time I have tried new batterys and try to fix it is crazy, please send me a new remote that works. Thank you Terry Todd",0
"With limited placement options, there is a strong lighting glare for paintings under glass, and I would not recommend this item for those uses.",0
"Tiene una iluminacion muy baja, la puse para resaltar un cuadro, y no funciono, ahora esta como puro adorno arriba del cuadro",0
I liked the looks and color but now what do I do with the burned out section,0
"La lampe n'est pas assez efficace, et le retour de la lampe chez le fournisseur nous coûte plus de 30% du coût d'achat. Donc pensez y bien sérieusement avant de faire une commande.",0
Like the light...buttons on the remote are stiff to push....,0
I was looking for a cordless picture light and purchased this item. It did not suit the picture and area that we were using it for. When I tried to return it I found out it could not be returned… now I have a $75 light with nowhere to use it.,0
"In the picture the gold colour of the metal and plastic( it’s all plastic except for the bar) are the same...in fact, only the metal bar is the same colour as the advertised item...the plastic is very bright old gold. I am luck that my picture frame can handle this colour above it....it would absolutely not work with a more modern frame or setting.The item is very cheap...the plastic got scratched as I was installing it. I am keeping it because it serves my immediate purpose, but I would certainly not recommend it.",0
"For $68 it is not worth it. The light colour are warm or bright with timers, that’s nice but that’s about it. The “gold” light has a traditional gold neck but the two end pieces are more rose gold, fake plastic which I’ve tried to capture in the photos. I talked to “influencers” who bought this in USA and theirs is much better and for $25. If you’re in Canada do not buy this product unless you’re desperate and maybe buying black as it’ll probably be all the same shade. Definitely going to return, sadly.",0
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"Luxway picture light, remote does not work, very disappointing, the time I have tried new batterys and try to fix it is crazy, please send me a new remote that works. Thank you Terry Todd",0
"With limited placement options, there is a strong lighting glare for paintings under glass, and I would not recommend this item for those uses.",0
"Tiene una iluminacion muy baja, la puse para resaltar un cuadro, y no funciono, ahora esta como puro adorno arriba del cuadro",0
I liked the looks and color but now what do I do with the burned out section,0
"La lampe n'est pas assez efficace, et le retour de la lampe chez le fournisseur nous coûte plus de 30% du coût d'achat. Donc pensez y bien sérieusement avant de faire une commande.",0
Like the light...buttons on the remote are stiff to push....,0
I was looking for a cordless picture light and purchased this item. It did not suit the picture and area that we were using it for. When I tried to return it I found out it could not be returned… now I have a $75 light with nowhere to use it.,0
"In the picture the gold colour of the metal and plastic( it’s all plastic except for the bar) are the same...in fact, only the metal bar is the same colour as the advertised item...the plastic is very bright old gold. I am luck that my picture frame can handle this colour above it....it would absolutely not work with a more modern frame or setting.The item is very cheap...the plastic got scratched as I was installing it. I am keeping it because it serves my immediate purpose, but I would certainly not recommend it.",0
"For $68 it is not worth it. The light colour are warm or bright with timers, that’s nice but that’s about it. The “gold” light has a traditional gold neck but the two end pieces are more rose gold, fake plastic which I’ve tried to capture in the photos. I talked to “influencers” who bought this in USA and theirs is much better and for $25. If you’re in Canada do not buy this product unless you’re desperate and maybe buying black as it’ll probably be all the same shade. Definitely going to return, sadly.",0
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"Luxway picture light, remote does not work, very disappointing, the time I have tried new batterys and try to fix it is crazy, please send me a new remote that works. Thank you Terry Todd",0
"With limited placement options, there is a strong lighting glare for paintings under glass, and I would not recommend this item for those uses.",0
"Tiene una iluminacion muy baja, la puse para resaltar un cuadro, y no funciono, ahora esta como puro adorno arriba del cuadro",0
I liked the looks and color but now what do I do with the burned out section,0
"La lampe n'est pas assez efficace, et le retour de la lampe chez le fournisseur nous coûte plus de 30% du coût d'achat. Donc pensez y bien sérieusement avant de faire une commande.",0
Like the light...buttons on the remote are stiff to push....,0
I was looking for a cordless picture light and purchased this item. It did not suit the picture and area that we were using it for. When I tried to return it I found out it could not be returned… now I have a $75 light with nowhere to use it.,0
"In the picture the gold colour of the metal and plastic( it’s all plastic except for the bar) are the same...in fact, only the metal bar is the same colour as the advertised item...the plastic is very bright old gold. I am luck that my picture frame can handle this colour above it....it would absolutely not work with a more modern frame or setting.The item is very cheap...the plastic got scratched as I was installing it. I am keeping it because it serves my immediate purpose, but I would certainly not recommend it.",0
"For $68 it is not worth it. The light colour are warm or bright with timers, that’s nice but that’s about it. The “gold” light has a traditional gold neck but the two end pieces are more rose gold, fake plastic which I’ve tried to capture in the photos. I talked to “influencers” who bought this in USA and theirs is much better and for $25. If you’re in Canada do not buy this product unless you’re desperate and maybe buying black as it’ll probably be all the same shade. Definitely going to return, sadly.",0
Purchased this picture light for a picture where there was no access to electricity. Worked fairly well for the first week or two but went through batteries very quickly. Then it simply stopped working. Changed the batteries in the light and the remote. Still nothing. Terrible product at a ridiculously high price.,0
"Luxway picture light, remote does not work, very disappointing, the time I have tried new batterys and try to fix it is crazy, please send me a new remote that works. Thank you Terry Todd",0
"With limited placement options, there is a strong lighting glare for paintings under glass, and I would not recommend this item for those uses.",0
"Tiene una iluminacion muy baja, la puse para resaltar un cuadro, y no funciono, ahora esta como puro adorno arriba del cuadro",0
I liked the looks and color but now what do I do with the burned out section,0
"La lampe n'est pas assez efficace, et le retour de la lampe chez le fournisseur nous coûte plus de 30% du coût d'achat. Donc pensez y bien sérieusement avant de faire une commande.",0
